Date_Collected,LTC_Home,LTC_Home_Number,City,PHU,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate
2021-10-31,Earls Court Village,3047,London,MIDDLESEX-LONDON,0.99,0.91
2021-10-31,Elmwood Place,3054,London,MIDDLESEX-LONDON,1,0.98
2021-10-31,Extendicare London,2173,London,MIDDLESEX-LONDON,1,0.99
2021-10-31,Henley Place,3045,London,MIDDLESEX-LONDON,0.99,0.99
2021-10-31,Kensington Village,2729,London,MIDDLESEX-LONDON,0.99,0.97
2021-10-31,McCormick Home,2965,London,MIDDLESEX-LONDON,0.98,0.95
2021-10-31,McGarrell Place,2964,London,MIDDLESEX-LONDON,1,0.99
2021-10-31,Meadow Park (London),2643,London,MIDDLESEX-LONDON,1,1
2021-10-31,Middlesex Terrace,1030,Delaware,MIDDLESEX-LONDON,0.97,0.95
2021-10-31,Mount Hope Centre for Long Term Care,C596,London,MIDDLESEX-LONDON,1,0.96
2021-10-31,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwati,3042,Southwold,MIDDLESEX-LONDON,0.98,0.97
2021-10-31,peopleCare Oakcrossing London,2980,London,MIDDLESEX-LONDON,0.96,0.92
2021-10-31,Sprucedale Care Centre,2946,Strathroy,MIDDLESEX-LONDON,0.94,0.93
2021-10-31,Strathmere Lodge,M627,Strathroy,MIDDLESEX-LONDON,0.94,0.92
2021-10-31,The Village of Glendale Crossing,2979,London,MIDDLESEX-LONDON,0.86,0.85
2021-10-31,Westmount Gardens Long Term Care Home,2878,London,MIDDLESEX-LONDON,1,1
2021-10-31,"Albright Gardens Homes, Incorporated",2983,Beamsville,NIAGARA,0.94,0.9
2021-10-31,Bella Senior Care Residences,2890,Niagara Falls,NIAGARA,0.95,0.89
2021-10-31,Crescent Park Lodge,2587,Fort Erie,NIAGARA,0.97,0.94
2021-10-31,Deer Park Villa,M611,Grimsby,NIAGARA,0.97,0.97
2021-10-31,Douglas H. Rapelje Lodge,M604,Welland,NIAGARA,1,0.95
2021-10-31,Extendicare St. Catharines,2321,St. Catharines,NIAGARA,0.99,0.99
2021-10-31,Foyer Richelieu Welland,3022,Welland,NIAGARA,0.97,0.94
2021-10-31,Garden City Manor,2364,St. Catharines,NIAGARA,1,1
2021-10-31,Gilmore Lodge,M528,Fort Erie,NIAGARA,1,1
2021-10-31,Heidehof Long Term Care Home,2960,St. Catharines,NIAGARA,0.98,0.96
2021-10-31,Kilean Lodge,1866,Grimsby,NIAGARA,1,1
2021-10-31,Linhaven,M551,St. Catharines,NIAGARA,1,0.99
2021-10-31,Maple Park Lodge,2891,Fort Erie,NIAGARA,1,0.97
2021-10-31,Mennonite Brethren Senior Citizens Home,3016,St. Catharines,NIAGARA,0.96,0.91
2021-10-31,Millennium Trail Manor,2948,Niagara Falls,NIAGARA,1,0.93
2021-10-31,"Niagara Health System, Welland Hospital Site, Extended Care Unit",2607,Welland,NIAGARA,0.93,0.89
2021-10-31,Niagara Ina Grafton Gage Village,2994,St. Catharines,NIAGARA,0.97,0.94
2021-10-31,Niagara Long Term Care Residence,2618,Niagara-On-The-Lake,NIAGARA,1,1
2021-10-31,Northland Pointe,M610,Port Colborne,NIAGARA,1,0.99
2021-10-31,Oakwood Park Lodge,2661,Niagara Falls,NIAGARA,1,0.97
2021-10-31,Pleasant Manor Retirement Village,2799,Virgil,NIAGARA,0.98,0.96
2021-10-31,R. H. Lawson Eventide Home,2991,Niagara Falls,NIAGARA,0.93,0.88
2021-10-31,Royal Rose Place,3049,Welland,NIAGARA,0.96,0.96
2021-10-31,Shalom Manor Long Term Care Home,3009,Grimsby,NIAGARA,0.9,0.88
2021-10-31,The Henley House,2909,St. Catharines,NIAGARA,0.97,0.96
2021-10-31,The Meadows of Dorchester,M515,Niagara Falls,NIAGARA,1,0.99
2021-10-31,The Woodlands of Sunset,M617,Welland,NIAGARA,1,0.99
2021-10-31,Tufford Nursing Home,2711,St. Catharines,NIAGARA,1,0.99
2021-10-31,United Mennonite Home,2951,Vineland,NIAGARA,0.9,0.84
2021-10-31,Upper Canada Lodge,M587,Niagara-On-The-Lake,NIAGARA,1,0.97
2021-10-31,Valley Park Lodge,2737,Niagara Falls,NIAGARA,1,1
2021-10-31,West Park Health Centre,1500,St. Catharines,NIAGARA,1,1
2021-10-31,Algonquin Nursing Home,3052,Mattawa,NORTH BAY-PARRY SOUND,0.97,0.91
2021-10-31,Au Chateau,M502,Sturgeon Falls,NORTH BAY-PARRY SOUND,1,1
2021-10-31,Belvedere Heights,M503,Parry Sound,NORTH BAY-PARRY SOUND,0.94,0.91
2021-10-31,Cassellholme,M509,North Bay,NORTH BAY-PARRY SOUND,0.91,0.89
2021-10-31,Eastholme Home for the Aged,M517,Powassan,NORTH BAY-PARRY SOUND,0.98,0.91
2021-10-31,Lakeland Long Term Care (Eldcap),2966,Parry Sound,NORTH BAY-PARRY SOUND,0.99,0.99
2021-10-31,Lakeland Long Term Care Services,2958,Parry Sound,NORTH BAY-PARRY SOUND,0.99,0.99
2021-10-31,Nipissing Manor Nursing Care Center,920,Corbeil,NORTH BAY-PARRY SOUND,0.98,0.93
2021-10-31,The West Nipissing General Hospital,7069,Sturgeon Falls,NORTH BAY-PARRY SOUND,0.95,0.91
2021-10-31,Waters Edge Care Community,2598,North Bay,NORTH BAY-PARRY SOUND,0.98,0.97
2021-10-31,Atikokan General Hospital,2756,Atikokan,NORTHWESTERN,0.98,0.9
2021-10-31,EMO Health Centre,2831,Emo,NORTHWESTERN,0.92,0.9
2021-10-31,Northwood Lodge,M607,Red Lake,NORTHWESTERN,1,0.98
2021-10-31,Pinecrest (Kenora),M563,Kenora,NORTHWESTERN,1,0.97
2021-10-31,Princess Court,M608,Dryden,NORTHWESTERN,0.99,0.91
2021-10-31,Rainy River Health Centre,2820,Rainy River,NORTHWESTERN,0.98,0.98
2021-10-31,Rainycrest,3033,Fort Frances,NORTHWESTERN,0.96,0.92
2021-10-31,Wiigwas Elder and Senior Care,2620,Kenora,NORTHWESTERN,0.97,0.93
2021-10-31,William A. 'Bill' George Extended Care Facility,2785,Sioux Lookout,NORTHWESTERN,1,1
2021-10-31,Carleton Lodge,M508,Nepean,OTTAWA,0.98,0.97
2021-10-31,Carlingview Manor,2420,Ottawa,OTTAWA,1,0.99
2021-10-31,Centre d'Accueil Champlain,M511,Vanier,OTTAWA,0.97,0.96
2021-10-31,Élisabeth-Bruyère Residence,2759,Ottawa,OTTAWA,1,0.96
2021-10-31,Extendicare Laurier Manor,2665,Gloucester,OTTAWA,1,1
2021-10-31,Extendicare Medex,2579,Ottawa,OTTAWA,0.98,0.96
2021-10-31,Extendicare New Orchard Lodge,2302,Ottawa,OTTAWA,1,1
2021-10-31,Extendicare Starwood,2485,Nepean,OTTAWA,1,1
2021-10-31,Extendicare West End Villa,2709,Ottawa,OTTAWA,1,1
2021-10-31,Forest Hill,2834,Kanata,OTTAWA,1,1
2021-10-31,Garden Terrace,2882,Kanata,OTTAWA,0.99,0.99
2021-10-31,Garry J. Armstrong Home,M622,Ottawa,OTTAWA,0.99,0.98
2021-10-31,Glebe Centre,2811,Ottawa,OTTAWA,1,0.99
2021-10-31,Granite Ridge Care Community,2879,Stittsville,OTTAWA,1,0.99
2021-10-31,Hillel Lodge (The Bess and Moe Greenberg Family),3029,Ottawa,OTTAWA,0.96,0.95
2021-10-31,Longfields Manor,2845,Nepean,OTTAWA,0.99,0.99
2021-10-31,Madonna Care Community,2974,Orleans,OTTAWA,0.98,0.98
2021-10-31,Manoir Marochel,2867,Ottawa,OTTAWA,1,0.98
2021-10-31,Montfort,2886,Ottawa,OTTAWA,1,0.93
2021-10-31,Peter D. Clark Centre,M609,Ottawa,OTTAWA,0.86,0.84
2021-10-31,Residence Saint-Louis,3013,Ottawa,OTTAWA,0.99,0.97
2021-10-31,Royal Ottawa Place,2933,Ottawa,OTTAWA,1,1
2021-10-31,Sarsfield Colonial Home,943,Sarsfield,OTTAWA,0.93,0.93
2021-10-31,St. Patrick's Home,3015,Ottawa,OTTAWA,0.98,0.97
2021-10-31,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,OTTAWA,1,1
2021-10-31,The Salvation Army Ottawa Grace Manor,2873,Ottawa,OTTAWA,1,0.98
2021-10-31,Township of Osgoode Care Centre,2747,Metcalfe,OTTAWA,0.99,0.99
2021-10-31,Villa Marconi,2818,Ottawa,OTTAWA,0.98,0.96
2021-10-31,Burton Manor,2953,Brampton,PEEL,1,1
2021-10-31,Camilla Care Community,2472,Mississauga,PEEL,0.98,0.97
2021-10-31,Cawthra Gardens,2912,Mississauga,PEEL,1,1
2021-10-31,Chartwell Wenleigh Long Term Care Residence,2833,Mississauga,PEEL,1,0.99
2021-10-31,Cooksville Care Centre,2124,Mississauga,PEEL,1,0.97
2021-10-31,Erin Mills Lodge Nursing Home,2736,Mississauga,PEEL,1,1
2021-10-31,Extendicare Brampton,2847,Brampton,PEEL,1,0.99
2021-10-31,Extendicare Mississauga,2884,Mississauga,PEEL,0.99,0.98
2021-10-31,Faith Manor Nursing Home,2745,Brampton,PEEL,0.98,0.96
2021-10-31,Grace Manor,2942,Brampton,PEEL,0.98,0.95
2021-10-31,Hawthorn Woods Care Community,2887,Brampton,PEEL,0.98,0.97
2021-10-31,King Nursing Home,901,Bolton,PEEL,0.94,0.93
2021-10-31,Malton Village Long Term Care Centre,M618,Mississauga,PEEL,0.86,0.82
2021-10-31,Maple Grove Care Community,2911,Brampton,PEEL,1,0.99
2021-10-31,Mississauga Long Term Care Facility,1078,Mississauga,PEEL,0.96,0.88
2021-10-31,Peel Manor,M562,Brampton,PEEL,0.95,0.92
2021-10-31,Sheridan Villa,M572,Mississauga,PEEL,0.95,0.88
2021-10-31,Silverthorn Care Community,2956,Mississauga,PEEL,1,0.98
2021-10-31,Streetsville Care Community,2648,Mississauga,PEEL,1,0.97
2021-10-31,Tall Pines Long Term Care Centre,M616,Brampton,PEEL,0.91,0.88
2021-10-31,The Village of Erin Meadows,2881,Mississauga,PEEL,0.98,0.95
2021-10-31,The Village of Sandalwood Park,2859,Brampton,PEEL,1,1
2021-10-31,Tullamore Care Community,963,Brampton,PEEL,1,0.98
2021-10-31,Tyndall Nursing Home,2656,Mississauga,PEEL,0.96,0.91
2021-10-31,Vera M. Davis Community Care Centre,2734,Bolton,PEEL,1,0.96
2021-10-31,Villa Forum,2855,Mississauga,PEEL,0.98,0.98
2021-10-31,Woodhall Park Care Community,2928,Brampton,PEEL,1,0.98
2021-10-31,Yee Hong Centre - Mississauga,2920,Mississauga,PEEL,1,1
2021-10-31,Centennial Place Long-Term Care Home,2903,Millbrook,PETERBOROUGH,1,0.97
2021-10-31,Extendicare Lakefield,2843,Lakefield,PETERBOROUGH,1,0.99
2021-10-31,Extendicare Peterborough,2572,Peterborough,PETERBOROUGH,1,1
2021-10-31,Fairhaven,M520,Peterborough,PETERBOROUGH,1,0.92
2021-10-31,Pleasant Meadow Manor,2761,Norwood,PETERBOROUGH,1,1
2021-10-31,Riverview Manor Nursing Home,2722,Peterborough,PETERBOROUGH,0.92,0.9
2021-10-31,Springdale Country Manor,2413,Peterborough,PETERBOROUGH,1,1
2021-10-31,St. Joseph's at Fleming,2935,Peterborough,PETERBOROUGH,0.97,0.92
2021-10-31,Extendicare Kapuskasing,2610,Kapuskasing,PORCUPINE,0.99,0.96
2021-10-31,Extendicare Timmins,3044,Timmins,PORCUPINE,1,1
2021-10-31,Foyer Des Pionniers,2940,Hearst,PORCUPINE,0.97,0.91
2021-10-31,Golden Manor,M530,Timmins,PORCUPINE,1,0.99
2021-10-31,Hornepayne Community Hospital,2771,Hornepayne,PORCUPINE,1,0.95
2021-10-31,North Centennial Manor,3027,Kapuskasing,PORCUPINE,0.91,0.85
2021-10-31,Rosedale Centre,2766,Matheson,PORCUPINE,0.9,0.83
2021-10-31,Smooth Rock Falls Hospital,2763,Smooth Rock Falls,PORCUPINE,0.88,0.84
2021-10-31,South Centennial Manor,3028,Iroquois Falls,PORCUPINE,0.97,0.88
2021-10-31,Villa Minto,2815,Cochrane,PORCUPINE,0.98,0.95
2021-10-31,Bonnechere Manor,M506,Renfrew,RENFREW,0.99,0.97
2021-10-31,Caressant Care Cobden,2827,Cobden,RENFREW,0.86,0.82
2021-10-31,Groves Park Lodge,2646,Renfrew,RENFREW,0.96,0.91
2021-10-31,Marianhill Nursing Home,2702,Pembroke,RENFREW,0.95,0.9
2021-10-31,Miramichi Lodge,M621,Pembroke,RENFREW,0.93,0.9
2021-10-31,North Renfrew Long-Term Care Services,3036,Deep River,RENFREW,1,1
2021-10-31,The Four Seasons Lodge,2896,Deep River,RENFREW,0.94,0.94
2021-10-31,"The Grove, Arnprior and District Nursing Home",2699,Arnprior,RENFREW,0.94,0.93
2021-10-31,Valley Manor Nursing Home,2675,Barry's Bay,RENFREW,0.84,0.8
2021-10-31,Bay Haven Nursing Home,2657,Collingwood,SIMCOE-MUSKOKA,1,0.99
2021-10-31,Bob Rumball Home for The Deaf,2967,Barrie,SIMCOE-MUSKOKA,0.97,0.95
2021-10-31,Bradford Valley Care Community,2905,Bradford,SIMCOE-MUSKOKA,1,0.99
2021-10-31,Coleman Care Centre,2696,Barrie,SIMCOE-MUSKOKA,1,0.98
2021-10-31,Collingwood Nursing Home,2781,Collingwood,SIMCOE-MUSKOKA,0.91,0.83
2021-10-31,Creedan Valley Care Community,2633,Creemore,SIMCOE-MUSKOKA,1,1
2021-10-31,Fairvern Nursing Home,2708,Huntsville,SIMCOE-MUSKOKA,0.93,0.91
2021-10-31,Georgian Manor Home for the Aged,M527,Penetanguishene,SIMCOE-MUSKOKA,1,0.97
2021-10-31,Good Samaritan Nursing Home,2588,Alliston,SIMCOE-MUSKOKA,0.89,0.89
2021-10-31,Grove Park Home For Senior Citizens,2950,Barrie,SIMCOE-MUSKOKA,0.94,0.91
2021-10-31,Hillcrest Village Care Centre,2828,Midland,SIMCOE-MUSKOKA,0.97,0.97
2021-10-31,IOOF Seniors Home,2993,Barrie,SIMCOE-MUSKOKA,0.96,0.95
2021-10-31,Leacock Care Centre,2835,Orillia,SIMCOE-MUSKOKA,1,0.97
2021-10-31,Mill Creek Care Centre,2981,Barrie,SIMCOE-MUSKOKA,0.99,0.98
2021-10-31,Muskoka Landing,2840,Huntsville,SIMCOE-MUSKOKA,1,0.97
2021-10-31,Muskoka Shores Care Community,2819,Gravenhurst,SIMCOE-MUSKOKA,1,1
2021-10-31,Oak Terrace,2593,Orillia,SIMCOE-MUSKOKA,0.99,0.98
2021-10-31,Owen Hill Care Community,2584,Barrie,SIMCOE-MUSKOKA,1,1
2021-10-31,Roberta Place,2839,Barrie,SIMCOE-MUSKOKA,1,0.99
2021-10-31,Sara Vista,2710,Elmvale,SIMCOE-MUSKOKA,1,1
2021-10-31,Simcoe Manor Home for the Aged,M573,Beeton,SIMCOE-MUSKOKA,0.96,0.93
2021-10-31,Spencer House,2971,Orillia,SIMCOE-MUSKOKA,1,1
2021-10-31,Stayner Care Centre,2735,Stayner,SIMCOE-MUSKOKA,1,1
2021-10-31,Sunset Manor Home for Senior Citizens,M581,Collingwood,SIMCOE-MUSKOKA,1,0.93
2021-10-31,The Pines,M564,Bracebridge,SIMCOE-MUSKOKA,0.85,0.85
2021-10-31,The Villa Care Centre,1101,Midland,SIMCOE-MUSKOKA,1,0.99
2021-10-31,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,0.99,0.97
2021-10-31,Victoria Village Manor,2914,Barrie,SIMCOE-MUSKOKA,0.97,0.94
2021-10-31,Woods Park Care Centre,2821,Barrie,SIMCOE-MUSKOKA,0.99,0.99
2021-10-31,Bobier Villa,M603,Dutton,SOUTH WEST,0.98,0.97
2021-10-31,Caressant Care on Bonnie Place,2730,St Thomas,SOUTH WEST,0.92,0.91
2021-10-31,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,1,0.99
2021-10-31,Caressant Care Woodstock Nursing Home,2636,Woodstock,SOUTH WEST,1,0.96
2021-10-31,Chartwell Aylmer Long Term Care Residence,2740,Aylmer,SOUTH WEST,1,1
2021-10-31,Elgin Manor,M518,St. Thomas,SOUTH WEST,0.98,0.93
2021-10-31,Extendicare Port Stanley,2669,Port Stanley,SOUTH WEST,1,1
2021-10-31,Maple Manor Nursing Home,1049,Tillsonburg,SOUTH WEST,1,0.98
2021-10-31,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,0.94,0.93
2021-10-31,Secord Trails Care Community,2628,Ingersoll,SOUTH WEST,0.95,0.91
2021-10-31,Terrace Lodge,M583,Aylmer,SOUTH WEST,0.95,0.87
2021-10-31,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,1,0.96
2021-10-31,Valleyview Home,M628,St. Thomas,SOUTH WEST,0.99,0.96
2021-10-31,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,1,1
2021-10-31,Woodingford Lodge - Tillsonburg,M615,Tillsonburg,SOUTH WEST,1,0.98
2021-10-31,Woodingford Lodge - Woodstock,M632,Woodstock,SOUTH WEST,1,0.95
2021-10-31,Elizabeth Centre,2868,Val Caron,SUDBURY,1,0.98
2021-10-31,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap),2755,Espanola,SUDBURY,1,0.96
2021-10-31,Espanola General Hospital (operating as Espanola Nursing Home-LTC),2932,Espanola,SUDBURY,1,0.96
2021-10-31,Extendicare Falconbridge,2590,Sudbury,SUDBURY,1,0.99
2021-10-31,Extendicare York,2604,Sudbury,SUDBURY,0.99,0.98
2021-10-31,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,0.98,0.97
2021-10-31,Manitoulin Centennial Manor Home for the Aged,M553,Little Current,SUDBURY,0.95,0.95
2021-10-31,Manitoulin Lodge,2667,Gore Bay,SUDBURY,0.93,0.89
2021-10-31,Pioneer Manor,M566,Sudbury,SUDBURY,0.93,0.88
2021-10-31,St. Gabriel's Villa of Sudbury,3039,Chelmsford,SUDBURY,0.93,0.88
2021-10-31,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,0.95,0.91
2021-10-31,The Bignucolo Residence,2864,Chapleau,SUDBURY,1,0.95
2021-10-31,Wikwemikong Nursing Home,1856,Wikwemikong,SUDBURY,0.98,0.97
2021-10-31,Bethammi Nursing Home,2687,Thunder Bay,THUNDER BAY,0.99,0.9
2021-10-31,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,1,0.89
2021-10-31,Hogarth Riverview Manor,2923,Thunder Bay,THUNDER BAY,0.92,0.89
2021-10-31,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,1,1
2021-10-31,Pioneer Ridge,M599,Thunder Bay,THUNDER BAY,0.92,0.9
2021-10-31,Santé Manitouwadge Health,2810,Manitouwadge,THUNDER BAY,0.97,0.97
2021-10-31,Southbridge Lakehead,1159,Thunder Bay,THUNDER BAY,1,0.98
2021-10-31,Southbridge Pinewood,2962,Thunder Bay,THUNDER BAY,0.96,0.95
2021-10-31,Southbridge Roseview,2866,Thunder Bay,THUNDER BAY,1,0.99
2021-10-31,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,0.98,0.95
2021-10-31,Extendicare Kirkland Lake,2670,Kirkland Lake,TIMISKAMING,1,0.99
2021-10-31,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,0.97,0.95
2021-10-31,Northview Nursing Home,2585,Englehart,TIMISKAMING,0.92,0.81
2021-10-31,Teck Pioneer Residence,M619,Kirkland Lake,TIMISKAMING,0.94,0.82
2021-10-31,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,1,0.96
2021-10-31,Altamont Care Community,956,Scarborough,TORONTO,1,0.97
2021-10-31,Apotex The Jewish Home for the Aged,2824,Toronto,TORONTO,0.96,0.95
2021-10-31,Belmont House,2985,Toronto,TORONTO,0.99,0.97
2021-10-31,Bendale Acres,M504,Scarborough,TORONTO,0.98,0.95
2021-10-31,Carefree Lodge,M596,North York,TORONTO,0.94,0.91
2021-10-31,Castleview Wychwood Towers,M510,Toronto,TORONTO,0.98,0.96
2021-10-31,Cedarvale Terrace,2591,Toronto,TORONTO,1,0.96
2021-10-31,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,1,0.97
2021-10-31,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,TORONTO,1,0.98
2021-10-31,Chartwell Westbury Long Term Care Residence,2943,Etobicoke,TORONTO,1,0.99
2021-10-31,Chartwell White Eagle Long Term Care Residence,2583,Toronto,TORONTO,1,0.97
2021-10-31,Cheltenham Care Community,922,North York,TORONTO,1,1
2021-10-31,Chester Village,2970,Toronto,TORONTO,0.99,0.97
2021-10-31,Copernicus Lodge,2937,Toronto,TORONTO,1,0.88
2021-10-31,Craiglee Nursing Home,2503,Scarborough,TORONTO,1,0.98
2021-10-31,Cummer Lodge,M512,North York,TORONTO,0.97,0.95
2021-10-31,Deerwood Creek Care Community,2837,Etobicoke,TORONTO,0.99,0.95
2021-10-31,Dom Lipa,2794,Etobicoke,TORONTO,0.99,0.98
2021-10-31,Downsview Long Term Care Centre,1041,North York,TORONTO,0.94,0.86
2021-10-31,Eatonville Care Centre,2468,Etobicoke,TORONTO,0.97,0.97
2021-10-31,Ehatare Nursing Home,2804,Scarborough,TORONTO,0.97,0.94
2021-10-31,Elm Grove Living Centre,2515,Toronto,TORONTO,1,0.99
2021-10-31,Extendicare Bayview,2460,North York,TORONTO,1,1
2021-10-31,Extendicare Guildwood,2164,Scarborough,TORONTO,0.99,0.98
2021-10-31,Extendicare Rouge Valley,2883,Toronto,TORONTO,1,0.99
2021-10-31,Extendicare Scarborough,2117,Scarborough,TORONTO,1,1
2021-10-31,Fairview Nursing Home,2723,Toronto,TORONTO,0.97,0.95
2021-10-31,Fieldstone Commons Care Community,2906,Scarborough,TORONTO,1,1
2021-10-31,Fountain View Care Community,2836,Toronto,TORONTO,1,0.99
2021-10-31,Fudger House,M524,Toronto,TORONTO,0.99,0.98
2021-10-31,Garden Court Nursing Home,1133,Toronto,TORONTO,0.97,0.97
2021-10-31,Harmony Hills Care Community,2832,Toronto,TORONTO,1,0.99
2021-10-31,Harold and Grace Baker Centre,2732,Toronto,TORONTO,0.99,0.99
2021-10-31,Hawthorne Place Care Centre,2586,North York,TORONTO,0.99,0.98
2021-10-31,Hellenic Care for Seniors (Toronto),2798,Toronto,TORONTO,1,1
2021-10-31,Hellenic Home - Scarborough,2941,Scarborough,TORONTO,1,1
2021-10-31,Humber Valley Terrace,2716,Etobicoke,TORONTO,1,0.99
2021-10-31,Ina Grafton Gage Home,3034,Scarborough,TORONTO,1,0.98
2021-10-31,Isabel and Arthur Meighen Manor,3031,Toronto,TORONTO,0.97,0.95
2021-10-31,Ivan Franko Home (Etobicoke),C530,Toronto,TORONTO,0.98,0.92
2021-10-31,Kennedy Lodge,2654,Scarborough,TORONTO,1,0.99
2021-10-31,Kipling Acres,M545,Etobicoke,TORONTO,0.99,0.98
2021-10-31,Labdara Lithuanian Nursing Home,2860,Etobicoke,TORONTO,0.83,0.71
2021-10-31,Lakeshore Lodge,M595,Toronto,TORONTO,1,0.97
2021-10-31,Lakeside Long Term Care Centre,2929,Toronto,TORONTO,1,0.99
2021-10-31,Main Street Terrace,2589,Toronto,TORONTO,1,0.99
2021-10-31,Maynard Nursing Home,2211,Toronto,TORONTO,1,1
2021-10-31,McCall Centre Long Term Care Interim Unit,7086,Etobicoke,TORONTO,0.98,0.96
2021-10-31,Midland Gardens Care Community,2789,Scarborough,TORONTO,0.99,0.98
2021-10-31,Mon Sheong Home for the Aged,3002,Toronto,TORONTO,1,1
2021-10-31,Mon Sheong Scarborough Long Term Care Centre,2944,Scarborough,TORONTO,1,1
2021-10-31,Nisbet Lodge,3003,Toronto,TORONTO,0.97,0.94
2021-10-31,Norfinch Care Community,2918,North York,TORONTO,0.98,0.98
2021-10-31,North Park Nursing Home,909,North York,TORONTO,1,1
2021-10-31,Norwood Nursing Home,2201,Toronto,TORONTO,1,0.96
2021-10-31,Providence Healthcare,3006,Toronto,TORONTO,0.98,0.95
2021-10-31,Rockcliffe Care Community,2131,Scarborough,TORONTO,1,0.99
2021-10-31,Rose of Sharon Korean Long Term Care,3038,Toronto,TORONTO,1,1
2021-10-31,Seniors' Health Centre,2744,North York,TORONTO,0.99,0.97
2021-10-31,Seven Oaks,M571,Scarborough,TORONTO,0.99,0.95
2021-10-31,Shepherd Lodge,2782,Toronto,TORONTO,0.98,0.94
2021-10-31,Sherbourne Place,2754,Toronto,TORONTO,1,0.99
2021-10-31,St. Clair O'Connor Community Nursing Home,2719,Toronto,TORONTO,0.97,0.96
2021-10-31,St. George Care Community,2594,Toronto,TORONTO,1,0.99
2021-10-31,Suomi-Koti Toronto Nursing Home,2792,Toronto,TORONTO,0.97,0.96
2021-10-31,Tendercare Living Centre,2649,Scarborough,TORONTO,1,1
2021-10-31,The Heritage Nursing Home,2582,Toronto,TORONTO,1,1
2021-10-31,The Kensington Gardens,2852,Toronto,TORONTO,1,1
2021-10-31,The O'Neill Centre,2631,Toronto,TORONTO,1,0.98
2021-10-31,The Village of Humber Heights,2957,Etobicoke,TORONTO,0.99,0.97
2021-10-31,The Wexford,3021,Scarborough,TORONTO,1,1
2021-10-31,Thompson House,3017,North York,TORONTO,0.96,0.93
2021-10-31,Tony Stacey Centre for Veterans' Care,3001,Toronto,TORONTO,1,1
2021-10-31,True Davidson Acres,M586,Toronto,TORONTO,0.97,0.95
2021-10-31,Ukrainian Canadian Care Centre,2809,Etobicoke,TORONTO,0.91,0.8
2021-10-31,Valleyview Residence,2954,North York,TORONTO,0.95,0.92
2021-10-31,Villa Colombo Homes for the Aged,3020,Toronto,TORONTO,0.99,0.98
2021-10-31,Wellesley Central Place,2959,Toronto,TORONTO,1,1
2021-10-31,Wesburn Manor,M612,Etobicoke,TORONTO,0.95,0.92
2021-10-31,West Park Long Term Care Centre,2848,Toronto,TORONTO,1,0.96
2021-10-31,Weston Terrace Care Community,2874,Toronto,TORONTO,0.99,0.97
2021-10-31,Westside,2663,Etobicoke,TORONTO,1,0.99
2021-10-31,Yee Hong Centre - Scarborough Finch,2934,Scarborough,TORONTO,1,1
2021-10-31,Yee Hong Centre - Scarborough McNicoll,2801,Scarborough,TORONTO,1,1
2021-10-31,Barnswallow Place Care Community,2830,Elmira,WATERLOO,0.96,0.89
2021-10-31,Cambridge Country Manor,2651,Cambridge,WATERLOO,1,0.96
2021-10-31,Chartwell Elmira Long Term Care Residence,2471,Elmira,WATERLOO,1,1
2021-10-31,Chartwell Westmount Long Term Care Residence,2880,Kitchener,WATERLOO,1,0.99
2021-10-31,Columbia Forest,2856,Waterloo,WATERLOO,1,0.96
2021-10-31,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,0.94,0.91
2021-10-31,Fairview Mennonite Home,2992,Cambridge,WATERLOO,1,0.95
2021-10-31,Forest Heights,2707,Kitchener,WATERLOO,0.99,0.92
2021-10-31,Golden Years Nursing Home,1033,Cambridge,WATERLOO,0.99,0.98
2021-10-31,Lanark Heights Long Term Care Centre,2917,Kitchener,WATERLOO,0.98,0.97
2021-10-31,Nithview Home,3004,New Hamburg,WATERLOO,0.94,0.93
2021-10-31,Parkwood Mennonite Home,2952,Waterloo,WATERLOO,1,0.98
2021-10-31,peopleCare A.R. Goudie Kitchener,2990,Kitchener,WATERLOO,0.95,0.94
2021-10-31,peopleCare Hilltop Manor Cambridge,2606,Cambridge,WATERLOO,0.99,0.99
2021-10-31,Pinehaven Nursing Home,2805,Waterloo,WATERLOO,1,0.99
2021-10-31,Riverbend Place,2753,Cambridge,WATERLOO,1,1
2021-10-31,Saint Luke's Place,3014,Cambridge,WATERLOO,1,0.98
